idSite;NomSite;Typologie MTK;Adresse_Site;Code_postal;Ville;Nb_Heures;latitude;longitude;cluster
424;ABONDANCE;BP; PLACE DU CHAMP DE FOIRE;74360;ABONDANCE;11.16538462;46.2794704;6.7200319;6
463;ABONDANCE PDC;PDC; CHEF LIEU;74360;ABONDANCE;1.075769231;46.338811;6.6415577;6
359;AIGUEBELLE;BP;72 GRANDE RUE;73220;VAL D ARC;1.5;45.542861;6.303596;7
360;AIGUEBLANCHE;BP;77 PLACE DE LA LIBERTE;73260;GRAND AIGUEBLANCHE;2.598076923;45.500434;6.508816;7
366;AIME;BP; RUE DE LA POSTE;73210;AIME LA PLAGNE;1.128842308;45.5565294;6.6503101;7
412;AIX LES BAINS CASINO;BP;31 Le grand passage;73100;AIX LES BAINS;1.5;45.69043;5.91276;1
370;AIX LES BAINS UD;BP;11 AVENUE DU GRAND PORT;73100;AIX LES BAINS;1.5;45.694836;5.909777;1
369;ALBENS;PDC; PLACE DE L EGLISE;73410;ENTRELACS;1.5;45.7858031;5.9450138;1
365;ALBERTVILLE BP;PDC;10 PLACE DU 11 NOVEMBRE 1918;73200;ALBERTVILLE;1.5;45.675835;6.3920706;7
362;ALBERTVILLE CC;PDC;480 CHEMIN DE LA CHARETTE;73200;ALBERTVILLE;1.5;45.6672655;6.3648505;7
422;ALBERTVILLE STE THERESE GA;BP;738 RUE COMMANDANT DUBOIS;73200;ALBERTVILLE;2.535769231;45.666509;6.379078;7
532;ALBY SUR CHERAN;BP;6 PLACE DE LA POSTE;74540;ALBY SUR CHERAN;2.161538462;45.8211244;6.0230853;1
153;ALIXAN ROVALTAIN;BP;1 AVENUE DE LA GARE;26300;ALIXAN;1.5;44.989862;4.9769716;0
343;ALLEMONT GAB HORS SITE;BP;490 ROUTE DES FONDERIES ROYALES;38114;ALLEMOND;2.399076923;45.12829;6.04002;2
216;ALLEVARD;BP;8 AVENUE ANTOINE LOUARAZ;38580;ALLEVARD;2.857807692;45.3937211;6.072246;2
225;ALPE D'HUEZ;BP;5197 ROUTE DE LA POSTE;38750;HUEZ;15.56923077;45.0911555;6.0641683;2
75;AMBERIEU CENTRE D'AFFAIRES;BP;20 AVENUE DU GENERAL SARRAIL;1500;AMBERIEU EN BUGEY;1.5;45.9584309;5.3595099;3
6;AMBERIEU EN BUGEY;BP;38 RUE ALEXANDRE BERARD;1500;AMBERIEU EN BUGEY;2.618346154;45.972044;5.3522508;3
2;AMBERIEU EN BUGEY CDIS;PDC;29 AVENUE ANDRE CITROEN;1500;AMBERIEU EN BUGEY;1.5;45.9584309;5.3595099;3
442;AMBILLY;BP;30 RUE DES MARRONNIERS;74100;AMBILLY;1.5;46.1954913;6.2247069;6
446;ANNECY CDIS;BP;6 PASSAGE DU THIOU;74000;ANNECY;1.5;45.9008957;6.112744;1
479;ANNECY CHAVANOD PARC ALTAIS DEDT;BP;68 RUE CASSIOPEE;74650;CHAVANOD;1.5;45.8958607;6.0798679;1
456;ANNECY COEUR DE VILLE;BP;4 RUE DES GLIERES;74000;ANNECY;1.5;45.9002718;6.1225463;1
447;ANNECY LE VIEUX;BP;41 AVENUE DES CARRES;74940;ANNECY;1.5;45.9145874;6.1446606;1
525;ANNECY LES FINS;PDC;71 AVENUE DE GENEVE;74000;ANNECY;2.113223077;45.9138575;6.1235934;1
527;ANNECY NOVEL;BP;7 RUE LOUIS ARMAND;74000;ANNECY;3.259796154;45.9182369;6.1306569;1
429;ANNECY PARMELAN;BP;25 AVENUE DU PARMELAN;74000;ANNECY;19.16226154;45.9065241;6.1324888;1
530;ANNEMASSE PAL;BP;2 AVENUE DE VERDUN;74100;ANNEMASSE;1.5;46.1905688;6.2419381;6
449;ANNEMASSE PARC;BP;1 PLACE DE LA POSTE;74100;ANNEMASSE;1.5;46.1947729;6.2338686;6
135;ANNEYRON;BP;15 RUE GAMBETTA;26140;ANNEYRON;1.5;45.2717235;4.8901495;0
80;ANNONAY EUROPE CARNOT BPX;BP;22 AVENUE DE L EUROPE;7100;ANNONAY;4.2;45.2418997;4.6715196;0
92;ANNONAY LEVERT;PI;2 ROUTE LEVERT;7100;ANNONAY;1.5;45.2396047;4.6677067;0
133;ANTRAIGUES SUR VOLANE GAB;BP; MONTEE DE LA CROISETTE;7530;ANTRAIGUES SUR VOLANE;1.033538462;44.7191583;4.3535354;4
512;ARGONAY PPDC MF;PDC;250 ROUTE DE CHAMP FARCON;74370;ARGONAY;1.5;45.9391132;6.1328935;1
20;ARS SUR FORMANS;BP;370 RUE JEAN MARIE VIANNEY;1480;ARS SUR FORMANS;3.707673077;45.992944;4.821759;3
79;ARS SUR FORMANS GAB;BP; PLACE FREIHALDEN;1480;ARS SUR FORMANS;1.5;45.9934572;4.8207744;3
134;AUBENAS CHAMPS DE MARS;BP;9001 PLACE DU CHAMP DE MARS;7200;AUBENAS;1.5;44.6204145;4.3868519;4
82;AUBENAS CLC;BP;44 RUE DE L AGUYANE;7200;AUBENAS;1.5;44.6157793;4.4073529;4
21;BAGE LE CHATEL;Hors MTK;31 RUE CONDAMNALE;1380;BAGE LE CHATEL;2.552523077;46.3076285;4.929483;3
374;BARBERAZ BPX;BP;10 GALERIE DE LA CHARTREUSE;73000;BARBERAZ;1.5;45.5630901;5.9437459;1
156;BATIE ROLLAND (LA) BPX;BP; PLACE ABBE GEORGES MAGNET;26160;LA BATIE ROLLAND;1.437034615;44.5537168;4.8638139;0
96;BEAGE (LE);BP;5504 LE VILLAGE;7630;LE BEAGE;1.5;44.849158;4.1201847;4
97;BEAUCHASTEL;BP;4 QUARTIER DU PONT;7800;BEAUCHASTEL;1.5;44.8250002;4.800277;0
376;BEAUFORT SUR DORON;BP;5186 ROUTE DE BEAUFORT;73270;BEAUFORT SUR DORON;1.155807692;45.71748;6.574858;7
157;BEAUMONT LES VALENCE;PDC;2 RUE DU 11 NOVEMBRE 1918;26760;BEAUMONT LES VALENCE;1.5;44.86087;4.9411833;0
148;BEAUMONT PPDC;PDC;40 RUE ANTOINE DE SAINT EXUPERY;26760;BEAUMONT LES VALENCE;1.358342308;44.8862922;4.9209174;0
250;BEAUREPAIRE;PDC; PLACE DES TERREAUX;38270;BEAUREPAIRE;1.5;45.3382337;5.0544001;5
251;BEAUREPAIRE GARAGE;BP;9003 RUE MABLY;38270;BEAUREPAIRE;1.5;45.3378672;5.0545913;5
158;BEGUDE DE MAZENC (LA);Hors MTK; AVENUE JEAN JAURES;26160;LA BEGUDE DE MAZENC;1.5;44.5470804;4.9359427;0
23;BELLEGARDE-SUR-VALSERINE;BP;52 RUE DE LA REPUBLIQUE;1200;VALSERHONE;2.350946154;46.1071109;5.8246669;1
468;BELLEVAUX;BP; CHEF LIEU;74470;BELLEVAUX;1.3941;46.2528103;6.540032;6
24;BELLEY;BP;3 BOULEVARD DU MAIL;1300;BELLEY;1.5;45.7610844;5.6876222;1
377;BESSANS;BP; PLACE DE LA MAIRIE;73480;BESSANS;1.039611538;45.3204724;6.9937837;7
252;BIOL;PI;31 GRANDE RUE;38690;BIOL;1.5;45.4911778;5.3864292;5
469;BOEGE;PDC; RUE DE LA VALLEE VERTE;74420;BOEGE;1.5;46.208129;6.4038707;6
470;BONNE;PDC;194 AVENUE DU LEMAN;74380;BONNE;1.5;46.1683228;6.3199207;6
513;BONNEVILLE;BP;115 PLACE DE L HOTEL DE VILLE;74130;BONNEVILLE;1.012692308;46.0768933;6.4087098;6
423;BONNEVILLE AYSE PDC;BP; AVENUE DU MOLE;74130;AYSE;1.5;46.0756239;6.451162;6
471;BONS EN CHABLAIS;BP; FAUBOURG DES ALLOBROGES;74890;BONS EN CHABLAIS;1.5;46.264918;6.3702817;6
98;BOULIEU LES ANNONAY;PI;5212 RUE SUR LA VILLE;7100;BOULIEU LES ANNONAY;1.5;45.2711799;4.6671996;0
159;BOURDEAUX BPX;BP; ROUTE DE NYONS;26460;BOURDEAUX;1.5;44.5769392;5.1470337;0
160;BOURG DE PEAGE;BP; GRANDE RUE JEAN JAURES;26300;BOURG DE PEAGE;1.5;45.0357038;5.046485;0
222;BOURG D'OISANS CDIS;BP; IMPASSE DU RACLE;38520;LE BOURG D OISANS;1.5;45.0580077;6.0297073;2
341;BOURG D'OISANS DELOC;PDC; 39 AVENUE ARISTIDE BRIAND;38520;BOURG D'OISANS;1.5;45.0549465;6.0322611;2
66;BOURG EN BRESSE ARSONVAL;PI;21 RUE ARSENE D'ARSONVAL;1000;BOURG EN BRESSE;1.5;46.2051192;5.2250324;3
25;BOURG EN BRESSE HP;BP;5 AVENUE ALPHONSE MUSCAT;1000;BOURG EN BRESSE;1.5;46.202564;5.220269;3
5;BOURG FONTAINE BERNARD;PDC;14 RUE BERNARD;1000;BOURG EN BRESSE;1.023076923;46.205969;5.2281341;3
10;BOURG GARAGE;PDC;4 RUE ANDRE CHARLES BOULE;1000;BOURG EN BRESSE;1.5;46.2051192;5.2250324;3
149;BOURG LES VALENCE BP;PDC; AVENUE DE LYON;26500;BOURG LES VALENCE;4.562730769;44.9487701;4.8928047;0
71;BOURG LOCAUX SYNDICAUX F.O.;BP;3 AVENUE AMEDEE MERCIER;1000;BOURG EN BRESSE;1.197961538;46.205749;5.235739;3
15;BOURG MAGINOT;BP;45 AVENUE MAGINOT;1000;BOURG EN BRESSE;3.492307692;46.209982;5.227406;3
14;BOURG PPDC;BP; AVENUE AMEDEE MERCIER;1000;BOURG EN BRESSE;1.653846154;46.1976891;5.2614833;3
367;BOURG SAINT MAURICE;BP; RUE DU GRAND CLOS;73700;BOURG ST MAURICE;1.5;45.5997;6.7548854;7
99;BOURG ST ANDEOL;Hors MTK;9501 AVENUE NOTRE DAME;7700;BOURG ST ANDEOL;1.415384615;44.3738875;4.6454304;4
379;BOURG ST MAURICE;BP;72 AVENUE DU CENTENAIRE;73700;BOURG ST MAURICE;2.985673077;45.6176853;6.7692358;7
339;BOURGOIN ILOT FACTEUR;PDC;8 PLACE CHARLIE CHAPLIN;38300;BOURGOIN JALLIEU;1.5;45.588921;5.2772254;5
242;BOURGOIN JALLIEU (PAB PPDC);BP;15 RUE LOUIS BRAILLE;38300;BOURGOIN JALLIEU;1.5;45.5955854;5.2376015;5
253;BOURGOIN PAL;BP;6 PLACE GENERAL DE GAULLE;38300;BOURGOIN JALLIEU;2.383030769;45.5864368;5.2739684;5
381;BOZEL;PDC; RUE EMILE MACHET;73350;BOZEL;6.910953846;45.4423322;6.6469247;7
7;BPX AMBERIEUX EN DOMB. (VILLAR;PDC;240 RUE GOMBETTE;1330;AMBERIEUX EN DOMBES;1.5;45.996359;4.903326;3
78;BPX OYONNAX;BP;98 RUE ANATOLE FRANCE;1100;OYONNAX;1.5;46.258944;5.657179;3
53;BPX ST DENIS EN BUGEY (AMBE);BP;4 PLACE ALEXANDRE BERARD;1500;ST DENIS EN BUGEY;1.5;45.9518086;5.3286285;3
254;BRIE ET ANGONNES;BP;5831 CHEMIN DU MOULIN;38320;BRIE ET ANGONNES;1.5;45.1407097;5.7703272;2
221;BRIGNOUD CDIS;BP;5 AVENUE DE LA CHANTOURNE;38190;VILLARD BONNOT;4.012684615;45.261142;5.9005944;2
161;BUIS LES BARONNIES;BP; PLACE DU PORTALET;26170;BUIS LES BARONNIES;1.5;44.2739633;5.2745021;0
413;BUREAU BANCAIRE LA RAVOIRE;PDC;9 ALLEE SAMIVEL;73490;LA RAVOIRE;4.217419231;45.5589227;5.9624387;1
22;CAMP DE LA VALBONNE;Hors MTK;5620 RUE DE L ANCIENNE INFIRMERIE;1360;BELIGNEUX;1.776192308;45.8677365;5.1280072;3
26;CEYZERIAT;BP; RUE JEROME LALANDE;1250;CEYZERIAT;4.742088462;46.1787873;5.3237115;3
162;CHABEUIL;BP;2 PLACE DU GENERAL DE GAULLE;26120;CHABEUIL;1.5;44.9003613;5.0187071;0
17;CHALAMONT BP;BP; PLACE DU MARCHE;1320;CHALAMONT;2.115384615;45.9968707;5.1712139;3
419;CHAMBERY CT;BP;1080 AVENUE DU GRAND ARIETAZ;73000;CHAMBERY;1.5;45.584712;5.9019872;1
383;CHAMBERY DD/RP;BP; SQUARE PAUL VIDAL;73000;CHAMBERY;1.5;45.5700528;5.9175235;1
357;CHAMBERY HOTEL DE VILLE;BP;2 RUE DE L HERBERIE;73000;CHAMBERY;1.5;45.566387;5.919892;1
411;CHAMBERY LE BIOLLAY;BP;171 RUE ORADOUR SUR GLANE;73000;CHAMBERY;1.495496154;45.559858;5.902615;1
371;CHAMBERY LE HAUT;PDC;281 AVENUE D ANNECY;73000;CHAMBERY;1.5;45.588674;5.917068;1
420;CHAMBERY SUD;PDC;521 FAUBOURG MONTMELIAN;73000;CHAMBERY;1.5;45.566433;5.932639;1
363;CHAMBERY SYNDICATS;BP;1247 AVENUE DE LA HOUILLE BLANCHE;73000;CHAMBERY;1.232653846;45.5869101;5.8896011;1
472;CHAMONIX MONT BLANC;BP;89 PLACE BALMAT;74400;CHAMONIX MONT BLANC;1.5;45.923089;6.8695114;7
514;CHAMONIX VIGIE PDC;BP; CHEMIN DU DARD _ZA;74400;CHAMONIX;1.5;45.9297828;6.9339738;7
255;CHAMP SUR DRAC BP;BP;138 AVENUE DU PAVILLON;38560;CHAMP SUR DRAC;1.5;45.0796077;5.735326;2
361;CHANAZ;BP; PLACE DE BOIGNE LA SAVIERES;73310;CHANAZ;1.387992308;45.8086242;5.7910568;1
163;CHAPELLE EN VERCORS (LA);PDC; AVENUE DE PROVENCE;26420;LA CHAPELLE EN VERCORS;1.765753846;44.967329;5.416123;2
256;CHARAVINES;PDC;1035 RUE PRINCIPALE;38850;CHARAVINES;1.5;45.4274684;5.5157916;2
257;CHARVIEU CHAVAGNEUX;BP;98 AVENUE DU COLLEGE;38230;CHARVIEU CHAVAGNEUX;1.058073077;45.7451271;5.1574888;5
238;CHASSE SUR RHONE BP;PDC;181 AVENUE FRANCOIS MITTERRAND;38670;CHASSE SUR RHONE;1.753538462;45.583303;4.797844;5
164;CHATEAUNEUF DE GALAURE;BP; PLACE DU 19 MARS 1962;26330;CHATEAUNEUF DE GALAURE;1.236884615;45.229978;4.956808;0
165;CHATEAUNEUF DU RHONE BPX;BP;5132 RUE DE LA POSTE;26780;CHATEAUNEUF DU RHONE;1.5;44.4855184;4.7176871;4
458;CHATEL BP;BP;281 ROUTE DE THONON;74390;CHATEL;1.5;46.2692875;6.8402732;6
72;CHATILLON SUR CHALARONNE;PDC;270 AVENUE RAYMOND SARBACH;1400;CHATILLON SUR CHALARONNE;1.075184615;46.118933;4.961059;3
9;CHATILLON-BELLEGARDE CDIS;BP;94 ALLEE MARYSE BASTIE;1200;VALSERHONE;1.5;46.1196625;5.8063408;1
166;CHATUZANGE LE GOUBET;PDC;5058 ROUTE DU GOUBET;26300;CHATUZANGE LE GOUBET;1.5;45.0000165;5.0872819;0
522;CHAVANOD DSEM / CSRH COURRIER;PDC;1 RUE CALLISTO;74650;CHAVANOD;1.5;45.8970738;6.0825714;1
517;CHAVANOD DV;BP;68 RUE CASSIOPEE;74650;CHAVANOD;1.5;45.8958607;6.0798679;1
523;CHEDDE;BP;191 RUE PAUL CORBIN;74190;PASSY;1.5;45.9275573;6.7263285;7
100;CHEYLARD  (LE);BP;9 RUE DU TEMPLE;7160;LE CHEYLARD;5.752634615;44.9070945;4.4255037;4
386;CHINDRIEUX;BP; ROUTE D AIX LES BAINS;73310;CHINDRIEUX;1.239307692;45.8305071;5.8340423;1
332;CHIRENS ILOT FACTEUR;PDC; ROUTE DES GALBITS;38850;CHIRENS;1.093607692;45.4069492;5.5667209;2
167;CLEON D ANDRAN;BP;5001 LE VILLAGE;26450;CLEON D ANDRAN;1.5;44.6111199;4.9358296;0
473;CLUSES;BP;132 PLACE CHARLES DE GAULLE;74300;CLUSES;1.5;46.0601985;6.5799531;6
431;CLUSES CDIS;BP;75 RUE ANDRE MALRAUX;74300;CLUSES;1.5;46.0592076;6.5706448;6
529;CLUSES LA SARDAGNE (G.A);BP;2 RUE PIERRE TRAPPIER;74300;CLUSES;1.473038462;46.0692014;6.5619918;6
481;CLUSES LIBERATION;BP;30 AVENUE DE LA LIBERATION;74300;CLUSES;2.583961538;46.0601112;6.5773983;6
387;COGNIN;BP;8 RUE DE L EPINE;73160;COGNIN;1.5;45.5622205;5.8970765;1
27;COLIGNY;BP;5275 COLIGNY LE HAUT;1270;COLIGNY;1.5;46.3828;5.34526;3
28;COLLONGES;PDC;134 RUE DU FORT;1550;COLLONGES;1.5;46.137133;5.903106;1
435;COLLONGES / SALEVE;Hors MTK;54 PLACE DE SAVOIE;74160;COLLONGES SOUS SALEVE;2.141723077;46.1404911;6.1456847;6
259;COTE ST ANDRE;PDC;13 RUE DE LA REPUBLIQUE;38260;LA COTE ST ANDRE;1.5;45.3934133;5.2619273;5
101;COUCOURON;BP;5203 PLACE DE LA MAIRIE;7470;COUCOURON;1.5;44.8037809;3.9708891;4
89;COUCOURON CDIS;BP; QUARTIER LE BOUCHET;7470;COUCOURON;1.180769231;44.7993;3.9713;4
415;COURCHEVEL 1850;PDC;5834 RUE DE LA CROISETTE;73120;COURCHEVEL;1.0503;45.4151909;6.6323474;7
474;CRAN GEVRIER ANNECY CTC;BP;18 ROUTE DE LA SALLE;74960;ANNECY;1.5;45.8991777;6.0873867;1
434;CRAN GEVRIER CHORUS;BP;9 PASSAGE DES HALLES;74960;ANNECY;1.5;45.9070572;6.1064585;1
509;CRAN GEVRIER TERTIAIRE (MAISON DE L''HABITAT);BP;2 ROUTE DE LA SALLE;74960;ANNECY;1.5;45.9054822;6.0927921;1
464;CRAN GEVRIER VALLON;BP;3 PLACE DE L ETALE;74960;ANNECY;1.992307692;45.9043681;6.099495;1
475;CRANVES SALES;BP;140 RUE DE LA POSTE;74380;CRANVES SALES;1.5;46.1879239;6.2914391;6
505;CRANVES SALES PARCHET;BP;960 ROUTE DES TATTES DE BORLY;74380;CRANVES SALES;1.432692308;46.1824193;6.2790223;6
462;CRANVES SALES PPDC;BP;964 ROUTE DES TATTES DE BORLY;74380;CRANVES SALES;1.5;46.1827163;6.2799433;6
260;CREMIEU;PDC;50 RUE DE LA LOI;38460;CREMIEU;1.5;45.725286;5.2484074;5
245;CREMIEU VILLEMOIRIEU;BP; ZONE ARTISANALE DU BUISSON ROND;38460;VILLEMOIRIEU;1.5;45.719104;5.2271758;5
168;CREST;PDC; RUE FELIX PERRIER;26400;CREST;3.961538462;44.72929;5.0183898;0
237;CROLLES BP;BP;278 AVENUE JOLIOT CURIE;38920;CROLLES;1.5;45.2830687;5.8808254;2
476;CRUSEILLES;BP;14 AVENUE DES EBEAUX;74350;CRUSEILLES;3.400303846;46.0330361;6.1063275;1
30;CULOZ;BP;5 RUE DE LA ROSERAIE;1350;CULOZ;2.006653846;45.847684;5.78406;1
70;CULOZ PDC;BP;183 RUE BRACHAY;1350;culoz;1.421;45.847417;5.771291;1
433;CUSY (GA);BP;5806 PLACE DE LA PALLUD;74540;CUSY;1.075769231;45.7649016;6.0301589;1
16;DAGNEUX PDC;BP; RUE DE LA CRAZ;1120;DAGNEUX;2.115496154;45.836756;5.0727279;5
102;DAVEZIEUX;BP;6167 RUE DE TARTAVEL;7430;DAVEZIEUX;1.5;45.2565923;4.702147;0
86;DAVEZIEUX-ANNONAY CDIS;BP;168 RUE DU BOSQUET DES CHENES;7430;DAVEZIEUX;8.612230769;45.2577515;4.6931399;0
169;DIE;BP;1 RUE NOTRE DAME;26150;DIE;1.5;44.7518179;5.3710347;0
239;DIEMOZ BP;BP; AVENUE DES FLEURS;38790;DIEMOZ;13.04038462;45.5885209;5.0920576;5
170;DIEULEFIT;BP; QUAI ROGER MORIN;26220;DIEULEFIT;1.007688462;44.524625;5.0642459;0
31;DIVONNE LES BAINS;BP;127 PLACE DE L EGLISE;1220;DIVONNE LES BAINS;1.5;46.3570604;6.1430048;6
261;DOMENE;BP; RUE EMILE BLANC;38420;DOMENE;1.5;45.1992811;5.8354023;2
171;DONZERE;BP;9002 RUE JULES FERRAND;26290;DONZERE;1.5;44.4430281;4.7093795;4
477;DOUSSARD;PDC;391 RUE DE LA POSTE;74210;DOUSSARD;1.5;45.775057;6.225049;1
478;DOUVAINE;PDC;5324 AVENUE DU LAC;74140;DOUVAINE;1.5;46.3102387;6.2830302;6
441;DOUVAINE CDIS;BP;6046 AVENUE DU BAS CHABLAIS;74140;DOUVAINE;1.5;46.3206769;6.2955116;6
202;DPD SAINT-RAMBERT-D'ALBON;Hors MTK;3 ROUTE DE L'EXPORT;26140;SAINT-RAMBERT-D'ALBON;1.5;45.282374;4.829763;0
262;ECHIROLLES  JEAN JAURES;BP;4 AVENUE DU COLONEL MANHES;38130;ECHIROLLES;1.5;45.1442088;5.714183;2
320;ECHIROLLES BP NEW;PDC;17 AVENUE DU 8 MARS 1945;38130;ECHIROLLES;1.773761538;45.1442088;5.714183;2
337;ECHIROLLES DSEM;BP;5 AVENUE VICTOR HUGO;38130;ECHIROLLES;1.5;45.1536006;5.7123397;2
453;EPAGNY BP/RGP;BP;12 RUE DE LA LIBERTE;74330;EPAGNY METZ TESSY;2.864526923;45.9385458;6.0910618;1
342;ETG GRENOBLE;BP;16 AVENUE DU GENERAL CHAMPON;38000;GRENOBLE;1.084180769;45.1970415;5.7213071;2
152;ETOILE SUR RHONE BP;BP; PLACE DE LA REPUBLIQUE;26800;ETOILE SUR RHONE;1.5;44.838352;4.8924883;0
452;EVIAN BP;BP;10 PLACE CHARLES DE GAULLE;74500;EVIAN LES BAINS;1.5;46.4008627;6.5887161;6
439;EVIAN CDIS;PDC; ROUTE DU GOLF;74500;EVIAN LES BAINS;1.5;46.3955355;6.5733534;6
263;EYBENS;BP;8 RUE PIERRE MENDES FRANCE;38320;EYBENS;1.5;45.1537449;5.7502823;2
235;EYBENS PPDC;PDC;35 RUE LAMARTINE;38320;EYBENS;1.5;45.1569619;5.750267;2
480;FAVERGES;PDC;66 RUE ASGHIL FAVRE;74210;FAVERGES SEYTHENEX;1.5;45.7450272;6.2930935;1
32;FEILLENS;BP;815 GRANDE RUE;1570;FEILLENS;2.940715385;46.3357457;4.8896446;3
33;FERNEY VOLTAIRE;BP;1 AVENUE VOLTAIRE;1210;FERNEY VOLTAIRE;2.59475;46.2564995;6.1087913;6
264;FONTAINE;BP;83 MAIL MARCEL CACHIN;38600;FONTAINE;1.387923077;45.1929809;5.6876658;2
482;FRANGY;BP;67 RUE DE LA POSTE;74270;FRANGY;1.5;46.0183934;5.9288333;1
518;FRANGY GRAND PONT;BP; 1B BATIMENT A RUE DU GRAND PONT;74270;FRANGY;1.5;46.0199489;5.9296575;1
265;FROGES;BP;111 BOULEVARD DE LA REPUBLIQUE;38190;FROGES;1.5;45.2710933;5.9220653;2
389;FRONTENEX;PIFC;5335 GRANGE NEUVE;73460;FRONTENEX;1.038461538;45.6344;6.31187;7
483;GAILLARD;BP;24 RUE DE LA LIBERATION;74240;GAILLARD;1.5;46.1910094;6.2117829;6
333;GARAGES STENDHAL;BP;15 RUE BEYLE STENDHAL;38000;GRENOBLE;1.5;45.1864409;5.7302096;2
