idSite;NomSite;Typologie MTK;Adresse_Site;Code_postal;Ville;Nb_Heures;latitude;longitude;cluster
295;RIVES ILOT FACTEUR;BP;373 ROUTE DES BRUYERES;38140;RIVES SUR FURE;1.5;45.352003;5.513284;2
292;RIVES SUR FURE;PDC;139 PLACE DE LA LIBERATION;38140;RIVES SUR FURE;1.138069231;45.350385;5.504394;2
185;ROCHE DE GLUN;BP;14 RUE ROUSSILLON;26600;LA ROCHE DE GLUN;1.009615385;45.0130926;4.8450055;0
294;ROCHES DE CONDRIEU;Hors MTK;9001 PLACE DE LA LIBERTE;38370;LES ROCHES DE CONDRIEU;1.5;45.453;4.7682776;5
138;ROMANS CLC;BP;9001 AVENUE DU MAQUIS;26100;ROMANS SUR ISERE;4.903846154;45.0452603;5.0659019;0
139;ROMANS LA MONNAIE BPX;PDC; RUE EUGENE CHAVANT;26100;ROMANS SUR ISERE;1.5;45.0461333;5.0700149;0
186;ROMANS SUR ISERE;BP;13 RUE DU CAPITAINE BOZAMBO;26100;ROMANS SUR ISERE;4.507692308;45.0549039;5.0382502;0
132;ROSIERES PDC;BP; QUARTIER LES VERNADES;7260;ROSIERES;1.713153846;44.4828017;4.2558351;4
296;ROUSSILLON;BP;26 AVENUE JEAN JAURES;38150;ROUSSILLON;1.701923077;45.365995;4.806001;5
297;ROYBON;BP;5 PLACE SAINT ROMME;38940;ROYBON;1.919230769;45.2500789;5.2338233;5
492;RUMILLY;BP;8 RUE CHARLES DE GAULLE;74150;RUMILLY;3.673076923;45.868;5.94353;1
450;RUMILLY CC;BP;57 RUE RENE CASSIN;74150;RUMILLY;1.5;45.84859;5.95242;1
114;RUOMS;BP;2 PLACE DU GENERAL DE GAULLE;7120;RUOMS;1.5;44.4533583;4.3429435;4
173;SAILLANS PDC;BP;180 LA TUILLIERE;26340;SAILLANS;1.063038462;44.692272;5.187623;0
55;SAINT GENIS POUILLY BP;BP;119 AVENUE DE LA REPUBLIQUE;1630;ST GENIS POUILLY;5.576923077;46.243055;6.0251042;6
493;SAINT GERVAIS;BP;53 AVENUE DE MIAGE;74170;ST GERVAIS LES BAINS;3.090923077;45.8833638;6.7157819;7
494;SAINT JEAN DE SIXT;BP;5061 LES SIXTS;74450;ST JEAN DE SIXT;1.5;45.922917;6.413214;6
228;SAINT JEAN DE SOUDAIN CDIS;PDC;40 RUE DES MURIERS;38110;ST JEAN DE SOUDAIN;1.5;45.5642197;5.4355736;5
426;SAINT JORIOZ;BP;138 ROUTE DU CENTRE;74410;ST JORIOZ;1.5;45.8316206;6.1651697;1
496;SAINT JULIEN EN GENEVOIS CENTRE;BP;3 PLACE DE LA LIBERATION;74160;ST JULIEN EN GENEVOIS;1.5;46.19244;6.2354962;6
248;SAINT MARCELLIN PDC;BP;2 RUE DE L ATELIER;38160;ST MARCELLIN;1.5;45.1387676;5.322349;2
443;SAINT PAUL EN CHABLAIS;PDC; CHEF LIEU;74500;ST PAUL EN CHABLAIS;1.728065385;46.3616317;6.626359;6
497;SAINT PIERRE FAUCIGNY;BP;60 PLACE DES PLEIADES;74800;ST PIERRE EN FAUCIGNY;1.5;46.0597865;6.3714188;6
95;SAINT SAUVEUR DE MONTAGUT PDC;BP;65 ROUTE DE MANOULIER;7190;ST SAUVEUR DE MONTAGUT;1.5;44.8202245;4.5840449;4
305;SAINT-HILAIRE;BP;97 ROUTE DES 3 VILLAGES;38660;PLATEAU DES PETITES ROCHES;1.5;45.3256177;5.8983789;2
233;SALAISE SUR SANNE BP;BP; RUE AVIT NICOLAS;38150;SALAISE SUR SANNE;8.747769231;45.3441815;4.818905;5
498;SALLANCHES;PDC;43 AVENUE DE GENEVE;74700;SALLANCHES;1.5;45.936964;6.630562;6
448;SALLANCHES CDIS;PDC;1230 RUE DU GENERAL DE GAULLE;74700;SALLANCHES;1.5;45.956696;6.631262;6
499;SAMOENS;BP;5267 SAMOENS;74340;SAMOENS;1.5;46.0532015;6.6981934;6
192;SAOU BPX;BP;5086 LE VILLAGE;26400;SAOU;1.5;44.6466725;5.0623738;0
313;SASSENAGE;PDC;8 RUE FRANCOIS GERIN;38360;SASSENAGE;1.5;45.2079217;5.6602994;2
220;SASSENAGE CTC;BP;14 RUE FRANCOIS BLUMET;38360;SASSENAGE;1.5;45.2089425;5.6780724;2
122;SATILLIEU;BP;5001 PLACE DES GAUDS;7290;SATILLIEU;1.5;45.1500345;4.6145479;0
194;SAULCE SUR RHONE BPX;PDC;1 PLACE EMILE LOUBET;26270;SAULCE SUR RHONE;1.472376923;44.7028968;4.799461;0
195;SAUZET;BP; ROUTE DE LA COUCOURDE;26740;SAUZET;1.5;44.6060099;4.8165811;0
378;SAVOIE TECHNOLAC AP;PDC; SAVOIE TECHNOLAC;73370;LE BOURGET DU LAC;1.5;45.6421331;5.8733249;1
500;SCIONZIER;PDC;21 PLACE DU FORON;74950;SCIONZIER;2.657692308;46.057179;6.5495693;6
145;SEDERON BP;BP;5040 RUE DE LA ROSIERE;26560;SEDERON;1.5;44.2042939;5.5360511;0
123;SERRIERES;BP; QUAI JULES ROCHE;7340;SERRIERES;1.5;45.3187158;4.7648853;0
59;SERRIERES DE BRIORD;BP;1 PLACE DE LA POSTE;1470;SERRIERES DE BRIORD;1.5;45.8067;5.45359;5
60;SERRIERES DE BRIORD GARAGE;BP;28 RUE DE LA PLANTAZ;1470;SERRIERES DE BRIORD;1.178846154;45.807901;5.447787;5
454;SEVRIER CDIS EXTENSION;BP;4450 ROUTE D ALBERTVILLE;74320;SEVRIER;1.5;45.8824652;6.1419189;1
425;SEVRIER RIVE GAUCH DU LAC CDIS;BP;4550 ROUTE D ALBERTVILLE;74320;SEVRIER;1.5;45.8440088;6.1500478;1
533;SEYNOD;BP;20 PLACE SAINT JEAN;74600;ANNECY;1.5;45.887182;6.1015031;1
501;SEYSSEL;BP;22 PLACE DE L ORME;74910;SEYSSEL;1.069615385;45.9588968;5.8355646;1
213;SEYSSINET;PI;69 AVENUE DE LA REPUBLIQUE;38170;SEYSSINET PARISET;1.5;45.1806919;5.697444;2
258;SEYSSINET LOCAL SYNDICAT;BP;20 AVENUE DE LA HOUILLE BLANCHE;38170;SEYSSINET PARISET;1.5;45.1785681;5.6924921;2
115;ST AGREVE;PDC;8 AVENUE DES CEVENNES;7320;ST AGREVE;1.5;45.0123527;4.3912685;4
368;ST ALBAN EN LEYSSE PDC;BP;200 RUE DES BARILLETTES;73230;ST ALBAN LEYSSE;1.5;45.574975;5.960724;1
397;ST ALBAN LEYSSE PLANCENAY;BP;5 COURS DU PLANCENAY;73232;ST ALBAN LEYSSE;2.192830769;45.580085;5.95786;1
52;ST ANDRE DE CORCY;PDC;5 PLACE DES MILLIERES;1390;ST ANDRE DE CORCY;1.5;45.9273707;4.9562385;3
400;ST BALDOPH;PDC; ROUTE D APREMONT;73190;ST BALDOPH;1.5;45.5321182;5.9559928;1
299;ST CHEF;PDC;1 RUE DE L ABBATIALE;38890;ST CHEF;1.032419231;45.6318827;5.3714776;5
300;ST CLAIR DU RHONE;PI;7 RUE EMILE ROMANET;38370;ST CLAIR DU RHONE;1.5;45.4394485;4.7710461;5
11;ST DIDIER SUR CHALARONNE BPX;BP;23 RUE DU CENTRE;1140;ST DIDIER SUR CHALARONNE;1.884615385;46.177517;4.816079;3
187;ST DONAT SUR L HERBASSE;PDC;5028 AVENUE GEORGE BERT;26260;ST DONAT SUR L HERBASSE;1.5;45.1245424;4.9816688;0
240;ST EGREVE BP;PDC;2 RUE DE LA CONTAMINE;38120;ST EGREVE;1.5;45.2323115;5.6773142;2
230;ST EGREVE CC;BP; RUE DE ROCHEPLEINE;38120;ST EGREVE;1.453653846;45.241515;5.6813778;2
116;ST ETIENNE DE FONTBELLON BPX;PDC;5929 ROUTE D ALES;7200;ST ETIENNE DE FONTBELLON;1.5;44.6012444;4.3866977;4
301;ST ETIENNE DE ST GEOIRS;PDC;5370 PLACE ALEXANDRE GAGNEUX;38590;ST ETIENNE DE ST GEOIRS;1.909569231;45.3397056;5.3441275;5
54;ST ETIENNE DU BOIS;BP;190 RUE CENTRALE;1370;ST ETIENNE DU BOIS;3.531876923;46.2860778;5.292152;3
117;ST FELICIEN;PDC;5390 LE VILLAGE;7410;ST FELICIEN;17.17096154;45.0864599;4.6281176;0
29;ST GENIS POUILLY - TECHNOPARC;BP; RUE NICOLAS APPERT;1630;ST GENIS POUILLY;1.5;46.2359133;6.021498;6
302;ST GEOIRE EN VALDAINE;BP; LE BOURG;38620;ST GEOIRE EN VALDAINE;1.5;45.4599474;5.6205979;2
234;ST GEORGES D ESPERANCHE;BP; RUE MARCHANDE;38790;ST GEORGES D ESPERANCHE;1.5;45.5565125;5.0764576;5
459;ST GINGOLPH BP;BP;42 RUE NATIONALE;74500;ST GINGOLPH;2.425384615;46.393589;6.8009957;6
304;ST HILAIRE DU ROSIER;PDC; LA GARE;38840;ST HILAIRE DU ROSIER;1.5;45.070837;5.2432821;0
306;ST ISMIER;BP;3 PLACE DE L EGLISE;38330;ST ISMIER;1.5;45.248069;5.825873;2
307;ST JEAN DE BOURNAY;BP;9006 RUE HECTOR BERLIOZ;38440;ST JEAN DE BOURNAY;1.5;45.5013371;5.1409815;5
293;ST JEAN DE BOURNAY PDC;PDC; ZAC DES ECHARRIERES;38440;ST JEAN DE BOURNAY;1.5;45.4940025;5.1474982;5
402;ST JEAN DE MAURIENNE;BP; PLACE FODERE;73300;ST JEAN DE MAURIENNE;1.5;45.2780259;6.3426658;7
118;ST JEAN DE MUZOLS BPX;BP;2 PLACE DU MARCHE;7300;ST JEAN DE MUZOLS;1.5;45.0827294;4.81436;0
188;ST JEAN EN ROYANS;Hors MTK; AVENUE DE LA GARE;26190;ST JEAN EN ROYANS;1.5;45.0221212;5.2915979;0
495;ST JEOIRE EN FAUCIGNY;BP;116 RUE DU FAUCIGNY;74490;ST JEOIRE EN FAUCIGNY;4.542307692;46.138147;6.4580939;6
308;ST LAURENT DU PONT;PDC;5001 AVENUE JULES FERRY;38380;ST LAURENT DU PONT;1.5;45.3905804;5.7326909;2
189;ST MARCEL LES VALENCE;BP; AVENUE DE PROVENCE;26320;ST MARCEL LES VALENCE;1.5;44.973068;4.9587987;0
309;ST MARCELLIN;BP;3 BOULEVARD GAMBETTA;38160;ST MARCELLIN;1.5;45.1529357;5.3220615;2
298;ST MARCELLIN BP;PDC;7 PLACES DES CARMES;38160;SAINT MARCELIN;1.5;45.152672;5.320471;2
421;ST MARTIN BELLEVILLE PDC;BP; RUE DE VILLARENCEL;73440;LES BELLEVILLE;1.5;45.3816358;6.503378;7
354;ST MARTIN D HERES;PDC;3 AVENUE DU 8 MAI 1945;38400;ST MARTIN D HERES;1.5;45.1698808;5.7567826;2
353;ST MARTIN D HERES - reste friche Pkext01;BP;3 AVENUE DU 8 MAI 1945;38400;ST MARTIN D HERES;1.5;45.1698808;5.7567826;2
340;ST MARTIN D HERES ILOT FACTEUR;BP;14 RUE DE MAYENCIN;38400;ST MARTIN D HERES;2.376884615;45.1781457;5.7656507;2
310;ST MARTIN HERES CROIX ROUGE;BP;3 PLACE DE LA REPUBLIQUE;38400;ST MARTIN D HERES;1.5;45.1858977;5.74842;2
236;ST MARTIN LE VINOUX BP;BP;49 AVENUE GENERAL LECLERC;38950;ST MARTIN LE VINOUX;2.73765;45.2128089;5.6999054;2
56;ST MAURICE DE BEYNOST;BP;5472 FOLLIETS BAT ARC EN CIEL;1700;ST MAURICE DE BEYNOST;1.5;45.8333;4.97709;5
224;ST MAURICE L EXIL CC;BP;5 Nicéphore Niepce;38550;ST MAURICE L EXIL;1.5;45.4019946;4.7776454;5
404;ST MICHEL DE MAURIENNE;BP;25 AVENUE DE LA REPUBLIQUE;73140;ST MICHEL DE MAURIENNE;2.095265385;45.217413;6.473231;7
93;ST PAUL LE JEUNE;BP;5455 PLACE DE L EGLISE;7460;ST PAUL LE JEUNE;4.374307692;44.3395309;4.1510549;4
203;ST PAUL TROIS CHATEAUX DELOC;PDC;1 PLACE CHAUSY;26130;ST PAUL TROIS CHATEAUX;7.401538462;44.3632079;4.7418518;4
119;ST PERAY BPX;BP;19 RUE DE LA REPUBLIQUE;7130;ST PERAY;1.973076923;44.9459162;4.8449107;0
120;ST PERAY CDIST;PDC;3 ZONE INDUSTRIELLE POLE 2000;7130;ST PERAY;2.537230769;44.9454417;4.8430943;0
312;ST PIERRE DE CHARTREUSE BPX;BP;145 LE BOURG;38380;ST PIERRE DE CHARTREUSE;2.251492308;45.3426671;5.8149165;2
121;ST PRIVAT BPX;BP;5279 PL  PUBLIQUE;7200;ST PRIVAT;2.942076923;44.629135;4.410402;4
190;ST RAMBERT D ALBON;PDC;14 PLACE DU 8 MAI 1945;26140;ST RAMBERT D ALBON;2.719423077;45.292743;4.81563;0
57;ST RAMBERT EN BUGEY;BP; RUE DE LA GRENETTE;1230;ST RAMBERT EN BUGEY;1.149692308;45.9485436;5.4397317;3
191;ST SORLIN EN VALLOIRE;BP; PLACE DE L EGLISE;26210;ST SORLIN EN VALLOIRE;1.5;45.2891367;4.9508846;5
58;ST TRIVIER DE COURTES;PDC; PLACE FERNAND RUDE;1560;ST TRIVIER DE COURTES;1.5;46.4587752;5.0836231;3
155;ST VALLIER;BP;2 PLACE AUGUSTE DELAYE;26240;ST VALLIER;1.5;45.1760696;4.8171456;0
401;STE HELENE SUR ISERE;BP;5097 SAINTE HELENE;73460;STE HELENE SUR ISERE;2.963307692;45.6118374;6.3367759;7
196;SUZE LA ROUSSE BPX;PDC; PLACE DE L EGLISE;26790;SUZE LA ROUSSE;1.5;44.2886337;4.8402315;4
206;TAIN L HERMITAGE;BP;9001 PLACE DU 8 MAI 1945;26600;TAIN L HERMITAGE;1.5;45.0694797;4.8377702;0
502;TALLOIRES;PDC; CHEF LIEU;74290;TALLOIRES MONTMIN;1.5;45.803984;6.2635862;1
440;TANINGES CDIS;BP; RUE DES CORSINS;74440;TANINGES;1.230692308;46.1057888;6.5912356;6
437;TANINGES GRAND PUBLIC;BP;5699 IMPASSE DU VIEUX TANINGES;74440;TANINGES;2.108961538;46.109024;6.5920148;6
197;TAULIGNAN;BP;5219 LE BOURG;26770;TAULIGNAN;7.884615385;44.4435969;4.9809891;0
124;TEIL (LE) HP;PDC;3 RUE VINCENT TOUCHET;7400;LE TEIL;1.5;44.5490329;4.6835598;4
61;TENAY;BP;3 PLACE DU PONT;1230;TENAY;1.5;45.919003;5.509218;3
315;TENCIN;PDC;5037 LOTISSEMENT GRANDE TERRE;38570;TENCIN;1.5;45.3065083;5.9603522;2
62;THOIRY;PDC;342 RUE BRIAND STRESEMANN;1710;THOIRY;1.5;46.2365369;5.9803715;6
63;THOISSEY;PDC;23 RUE DE L EGLISE;1140;THOISSEY;4.261538462;46.1728607;4.8009965;3
503;THONES;BP;7 PLACE DE L HOTEL DE VILLE;74230;THONES;1.5;45.8821071;6.3247985;6
444;THONES CDIS;BP;7 RUE DU MONT CHARVIN;74230;THONES;1.5;45.8756392;6.3221717;6
445;THONON CDIS;BP;11 RUE DE L EUROPE;74200;THONON LES BAINS;1.5;46.3514753;6.4465626;6
528;THONON LES BAINS;PDC;8 PLACE JULES MERCIER;74200;THONON LES BAINS;1.5;46.3698028;6.4784435;6
504;THORENS GLIERES;PDC;16 PLACE DE LA POSTE;74570;FILLIERE;3.306257692;45.9961408;6.2506952;6
125;THUEYTS;BP; PLACE DU CHAMP DE MARS;7330;THUEYTS;1.512538462;44.6756475;4.2213362;4
430;THYEZ;BP;23 RUE DE LA POSTE;74300;THYEZ;37.09933077;46.0773078;6.5340496;6
405;TIGNES PRINCIPAL;PDC; IMMEUBLE LE BEC ROUGE;73320;TIGNES;1.5;45.4815831;6.9361358;7
81;TOURNON QUAI FARCONNET;BP;5 QUAI FARCONNET;7300;TOURNON SUR RHONE;1.062530769;45.0705299;4.828276;0
84;TOURNON SUR RHONE CDIS;PDC;3 CHEMIN DE CHAMPAGNE;7300;TOURNON SUR RHONE;1.5;45.048653;4.8336048;0
73;TREVOUX;PDC;6 BOULEVARD DES COMBATTANTS;1600;TREVOUX;1.5;45.939827;4.781399;3
317;TULLINS;PDC; PLACE JEAN JAURES;38210;TULLINS;1.5;45.2960446;5.4829577;2
303;TULLINS ILOT FACTEUR;BP;91 bis BOULEVARD MICHEL PERRET;38210;TULLINS;1.688461538;45.3083794;5.4925195;2
406;UGINE;PDC; RUE DE L EGLISE;73400;UGINE;1.5;45.7532096;6.420252;7
311;URIAGE;BP;380 AVENUE DES THERMES;38410;ST MARTIN D URIAGE;1.5;45.1407974;5.8283117;2
407;VAL D'ISERE;BP;5066 VAL VILLAGE;73150;VAL D ISERE;1.002530769;45.4482824;6.9802445;7
8;VAL REVERMONT GAB;BP; PLACE DU CHAMP DE FOIRE;1370;VAL REVERMONT;1.5;46.2711123;5.3672928;3
198;VALENCE CHAMPIONNET;PI;5 PLACE JEAN ETIENNE CHAMPIONNET;26000;VALENCE;1.5;44.9234681;4.9072381;0
200;VALENCE DSEM;BP;136 CHEMIN DES HUGUENOTS;26000;VALENCE;1.5;44.9201945;4.9288932;0
147;VALENCE EUROPE BP;BP;4 RUE GEORGES BIZET;26000;VALENCE;5.189753846;44.9292379;4.9225938;0
204;VALENCE HERRIOT;PI;9001 ALLEE BERNARD GANGLOFF;26000;VALENCE;1.5;44.936563;4.8938125;0
193;VALENCE LE PLAN DELOC;BP;3 RUE ALBERT EINSTEIN;26000;VALENCE;1.5;44.9404904;4.9250214;0
201;VALENCE PPDC MF;PI;95 ROUTE DE MONTELIER;26000;VALENCE;1.068923077;44.9371879;4.9217854;0
199;VALENCE ROSSINI;BP;1 RUE GIOACCHINO ROSSINI;26000;VALENCE;1.5;44.9311573;4.925812;0
137;VALENCE VICTOR HUGO;PDC;253 AVENUE VICTOR HUGO;26000;VALENCE;1.5;44.9192625;4.8858958;0
126;VALGORGE BPX;BP;5069 LE VILLAGE;7110;VALGORGE;1.5;44.5872177;4.1284056;4
436;VALLEIRY LES CITADIES;PDC;84 RUE DE LA GARE;74520;VALLEIRY;1.5;46.108615;5.9677111;1
408;VALLOIRE;BP; ROUTE NATIONALE;73450;VALLOIRE;1.5;45.1380943;6.4531126;7
127;VALLON PONT D'ARC;BP;6 PLACE DE L ANCIENNE GARE;7150;VALLON PONT D ARC;1.936103846;44.4057693;4.392025;4
90;VALS LES BAINS BP;BP;75 RUE JEAN JAURES;7600;VALS LES BAINS;1.5;44.6617335;4.3670653;4
128;VANS (LES);BP; LA ROUCHEYROLLE;7140;LES VANS;2.563076923;44.4065946;4.1279722;4
318;VARCES ALLIERES RISSET;BP;30 AVENUE JOLIOT CURIE;38760;VARCES ALLIERES ET RISSET;1.5;45.0880809;5.6832553;2
347;VARCES PDC;PDC;6 RUE DES PLANTEES;38760;VARCES ALLIERES ET RISSET;1.5;45.090645;5.6845124;2
466;VEIGY FONCENEX;BP; CHEMIN BLOSSONNIER;74140;VEIGY FONCENEX;1.5;46.2691612;6.2663881;6
129;VERNOUX EN VIVARAIS;PDC;4 RUE RAYMOND FINIELS;7240;VERNOUX EN VIVARAIS;1.5;44.8963819;4.6465899;0
432;VEYRIER DU LAC GA;PDC;31 ROUTE DE LA TOURNETTE;74290;VEYRIER DU LAC;1.5;45.884799;6.176179;1
344;VEZERONCE CURTIN PDC;PDC;1010 ROUTE DES DOUANES;38510;VEZERONCE CURTIN;1.5;45.6536077;5.4583964;5
414;VICTORIA BANCAIRE;BP;1 AVENUE VICTORIA;73100;AIX LES BAINS;2.026923077;45.689963;5.913001;1
211;VIENNE CDIS;BP; CHEMIN DE SAINT ALBAN;38200;VIENNE;1.5;45.5006888;4.8548068;5
214;VIENNE ESTRESSIN;BP;21 AVENUE MARCELLIN BERTHELOT;38200;VIENNE;1.5;45.5371776;4.8735758;5
321;VIENNE PRINCIPAL;BP;36 COURS BRILLIER;38200;VIENNE;1.5;45.5214395;4.8731151;5
322;VIF;BP;2 RUE DE LA REPUBLIQUE;38450;VIF;1.865384615;45.056364;5.6699194;2
323;VILLARD DE LANS;PDC; PLACE PIERRE CHABERT;38250;VILLARD DE LANS;1.5;45.0710518;5.5521645;2
207;VILLARD DE LANS PDC1;PDC; RUE DU FERVEILLEY;38250;VILLARD DE LANS;1.5;45.0874494;5.5605342;2
12;VILLARS LES DOMBES CC;BP; LIEU DIT LA TUILERIE;1330;VILLARS LES DOMBES;29.26057692;46.0000471;5.0425155;3
516;VILLE EN SALLAZ;BP;34 ALLEE DE L ATRIUM;74250;VILLE EN SALLAZ;1.5;46.1408981;6.4029063;6
507;VILLE LA GRAND;BP;1 IMPASSE DU MOLE;74100;VILLE LA GRAND;0.0;46.2025862;6.2499966;6
324;VILLEFONTAINE;BP;9001 PLACE CHARLES DE GAULLE;38090;VILLEFONTAINE;4.257692308;45.6099148;5.1571963;5
83;VILLENEUVE DE BERG;BP;51 RUE NATIONALE;7170;VILLENEUVE DE BERG;1.5;44.5572039;4.5014652;4
325;VILLETTE D ANTHON;PDC;98 AVENUE DES CEDRES;38280;VILLETTE D ANTHON;1.084615385;45.7904451;5.1350993;5
326;VILLETTE DE VIENNE;PDC;5020 ROUTE DE MARENNES;38200;VILLETTE DE VIENNE;0.0;45.6032969;4.9214051;5
327;VINAY;BP;13 RUE MALLEVAL;38470;VINAY;1.5;45.2093774;5.4029542;2
64;VIRIEU LE GRAND;BP;5046 CHEMIN DU PLAN DE MAI;1510;VIRIEU LE GRAND;1.5;45.8474445;5.6408976;1
508;VIRY;BP;55 RUE DES MARRONNIERS;74580;VIRY;1.5;46.1150937;6.0275933;1
515;VIRY COURRIER;BP;124 ROUTE DES GRANDS CHAMPS SUD;74580;VIRY;1.283576923;46.1265539;6.0295569;1
409;VIVIERS DU LAC;BP;200 CHEMIN DE L ALLIU;73420;VIVIERS DU LAC;1.5;45.6493;5.907252;1
328;VIZILLE;BP;195 RUE CESAR FERRAFIAT;38220;VIZILLE;1.5;45.0789369;5.7686984;2
215;VIZILLE GARAGE;PDC;281 RUE CESAR FERRAFIAT;38220;VIZILLE;1.5;45.0789369;5.7686984;2
131;VOGUE GAB;PI;10 IMPASSE DE LA CARIO;7200;VOGUE;2.336876923;44.540512;4.4103108;4
329;VOIRON;BP;2 AVENUE JULES RAVAT;38500;VOIRON;1.138846154;45.367883;5.589588;2
345;VOIRON ACCUEIL ENTREPRISES;BP;1020 ROUTE DE GRENOBLE;38500;COUBLEVIE;5.849342308;45.3577518;5.601188;2
65;VONNAS;BP;50 RUE CLAUDE MOREL;1540;VONNAS;1.5;46.219392;4.991498;3
331;VOREPPE;BP; PLACE ARMAND PUGNOT;38340;VOREPPE;6.084796154;45.2962292;5.6367876;2
130;VOULTE SUR RHONE (LA);BP;9002 AVENUE LOUIS ANTERIOU;7800;LA VOULTE SUR RHONE;1.5;44.8037961;4.7825122;0
410;YENNE;BP; CHEMIN DE RONDE;73170;YENNE;1.5;45.703426;5.7566509;1
510;YVOIRE GAB;BP;5 PLACE DE MAIRIE;74140;YVOIRE;1.226923077;46.3695941;6.3273411;6
